10875	Pitfall - The Mayan Adventure (U) - Activision	MegaDrive	2097152	Activision
10876	Pocahontas (4) - Virgin Interactive	MegaDrive	4194816	Virgin Interactive
10877	Pocket Monsters (Unl) - ?	MegaDrive	2097152	?
10878	Pocket Monsters 2 (Unl) - ?	MegaDrive	2097152	?
10879	Populous (U) - Electronic Arts	MegaDrive	524288	Electronic Arts
10880	Populous 2 - Two Tribes (E) - Virgin Games	MegaDrive	1049088	Virgin Games
10881	Populous 2 - Wrath of the Gods (U) - Virgin Games	MegaDrive	1048576	Virgin Games
10882	Power Athlete (J) - Kaneko	MegaDrive	1049088	Kaneko
10883	Power Drive (EJU) - US Gold	MegaDrive	1048576	US Gold
10884	Power Instinct (J) - Atlus	MegaDrive	3145728	Atlus
10885	Power Monger (J) - Electronic Arts	MegaDrive	1048576	Electronic Arts
10886	Power Monger (UEJ) - Electronic Arts	MegaDrive	1048576	Electronic Arts
10887	Powerball (U) - Namco	MegaDrive	524288	Namco
10888	Predator 2 (JUE) - Acclaim	MegaDrive	1048576	Acclaim
10889	Premier Manager (E) - Gremlin Interactive	MegaDrive	1048576	Gremlin Interactive
10890	Premier Manager 97 (8) - Gremlin Interactive	MegaDrive	1048576	Gremlin Interactive
10891	Pretty Girl Mahjongg (Chinese) - ?	MegaDrive	1049088	?
10892	Primal Rage (F) - Time Warner Interactive	MegaDrive	3145728	Time Warner Interactive
10893	Prince of Persia (U) - Tengen	MegaDrive	1048576	Tengen
10894	Pro Action Replay (JUE) - -	MegaDrive	131072	-
10895	Pro Action Replay 2 V21 (JUE) - -	MegaDrive	65536	-
10896	Pro Quarterback (U) - Tradewest	MegaDrive	1048576	Tradewest
10897	Probotector (E) - Konami	MegaDrive	2097152	Konami
10898	Psycho Pinball (Oct 1994) (JUE) - Codemasters	MegaDrive	1572864	Codemasters
10899	Psycho Pinball (Sep 1994) (JUE) - Codemasters	MegaDrive	1572864	Codemasters
10900	Psy-O-Blade Moving Adventure (J) - T&esoft	MegaDrive	655360	T&esoft
10901	Puggsy (JUE) - Psygnosis	MegaDrive	1048576	Psygnosis
10902	Pulseman (J) - Sega	MegaDrive	2097152	Sega
10903	Punisher, The (E) - Capcom	MegaDrive	2097152	Capcom
10904	Punisher, The (U) - Capcom	MegaDrive	2097152	Capcom
10905	Puyo Puyo (J) - Sega	MegaDrive	524288	Sega
10906	Puyo Puyo 2 (REV 00) (J) - Sega	MegaDrive	2097152	Sega
10907	Puyo Puyo 2 (REV 01) (J) - Sega	MegaDrive	2097152	Sega
10908	Puzzle and Action (Ichidant) (1) - Sega	MegaDrive	2097152	Sega
10909	Puzzle and Action (Tanto) (J) - Sega	MegaDrive	2097152	Sega
10910	Quack Shot Starring Donald Duck (REV 00) (JUE) - Sega	MegaDrive	524800	Sega
10911	Quack Shot Starring Donald Duck (REV 01) (JUE) - Sega	MegaDrive	1310720	Sega
10912	Quad Challenge (U) - Namco	MegaDrive	524288	Namco
10913	Que Zhen Wu Yu (Chinese) - ?	MegaDrive	1048576	?
10914	Race Drivin' (UJE) - Tengen	MegaDrive	524288	Tengen
10915	Radical Rex (E) - Activision	MegaDrive	1048576	Activision
10916	Radical Rex (U) - Activision	MegaDrive	1048576	Activision
10917	Ragnacenty (J) - Sega	MegaDrive	2097664	Sega
10918	Raiden Trad (JU) - Micronet	MegaDrive	1048576	Micronet
10919	Rainbow Islands - The Story of Bubble Bobble 2 (JU) - Taito	MegaDrive	524288	Taito
10920	Rambo III (REV 00) (JUE) - Sega	MegaDrive	262144	Sega
10921	Rambo III (REV 01) (JUE) - Sega	MegaDrive	262656	Sega
10922	Rampart (UE) - Tengen	MegaDrive	524288	Tengen
10923	Ranger-X (E) - Sega	MegaDrive	1048576	Sega
10924	Ranger-X (U) - Sega	MegaDrive	1048576	Sega
10925	Ransei no Hasha (J) - Asmik	MegaDrive	1048576	Asmik
10926	Rastan Saga 2 (J) - Taito	MegaDrive	524288	Taito
10927	Rastan Saga 2 (U) - Taito	MegaDrive	524288	Taito
10928	RBI Baseball 3 (UJE) - Tengen	MegaDrive	524288	Tengen
10929	RBI Baseball 4 (Aug 1991) (UJE) - Tengen	MegaDrive	1049088	Tengen
10930	RBI Baseball 4 (June 1992) (UE) - Tengen	MegaDrive	1049088	Tengen
10931	RBI Baseball 93 (UEJ) - Tengen	MegaDrive	1048576	Tengen
10932	RBI Baseball 94 (UEJ) - Tengen	MegaDrive	2097152	Tengen
10933	Red Zone (JUE) - Zyrinx	MegaDrive	2097152	Zyrinx
10934	Ren and Stimpy's Invention (E) - Sega	MegaDrive	1048576	Sega
10935	Ren and Stimpy's Invention (U) - Sega	MegaDrive	1048576	Sega
10936	Rent a Hero (J) - Sega	MegaDrive	1048576	Sega
10937	Resq (JUE) - Psygnosis	MegaDrive	1049088	Psygnosis
10938	Revenge of Shinobi, The (REV 00) (JUE) - Sega	MegaDrive	524800	Sega
10939	Revenge of Shinobi, The (REV 01) (JUE) - Sega	MegaDrive	524800	Sega
10940	Revenge of Shinobi, The (REV 02) (JUE) - Sega	MegaDrive	524800	Sega
10941	Revenge of Shinobi, The (REV 03) (JUE) - Sega	MegaDrive	524288	Sega
10942	Revolution X (F) - Acclaim	MegaDrive	4194304	Acclaim
10943	Richard Scarry's Busytown (UJ) - Sega	MegaDrive	2097152	Sega
10944	Rings of Power (U) - Electronic Arts	MegaDrive	1048576	Electronic Arts
10945	Ringside Angel, (Cutey Suzuki's) (JU) - Asmik	MegaDrive	524288	Asmik
10946	Rise of the Robots (JUE) - Acclaim	MegaDrive	3145728	Acclaim
10947	Risk (U) - Sculptured software	MegaDrive	524288	Sculptured software
10948	Risky Woods (UE) - Electronic Arts	MegaDrive	1048576	Electronic Arts
10949	Ristar - The Shooting Star (J) - Sega	MegaDrive	2097152	Sega
10950	Ristar (UE) - Sega	MegaDrive	2097664	Sega
10951	Road Blasters (July 1991) (UJE) - Tengen	MegaDrive	524288	Tengen
10952	Road Blasters (Oct 1991) (UJE) - Tengen	MegaDrive	524288	Tengen
10953	Road Rash (U) - Electronic Arts	MegaDrive	786432	Electronic Arts
10954	Road Rash 2 (UEJ) - Electronic Arts	MegaDrive	1049088	Electronic Arts
10955	Road Rash 3 (UEJ) - Electronic Arts	MegaDrive	2097664	Electronic Arts
10956	Robocop 3 (UE) - Acclaim	MegaDrive	524288	Acclaim
10957	Robocop vs The Terminator (REV 670) (E) - Virgin	MegaDrive	2097152	Virgin
10958	Robocop vs The Terminator (REV 670) (U) - Virgin	MegaDrive	2097152	Virgin
10959	Rock n' Roll Racing (E) - Interplay	MegaDrive	1049088	Interplay
10960	Rock n' Roll Racing (U) - Interplay	MegaDrive	1048576	Interplay
10961	Rocket Knight Adventures (E) - Konami	MegaDrive	1048576	Konami
10962	Rocket Knight Adventures (J) - Konami	MegaDrive	1048576	Konami
10963	Rocket Knight Adventures (U) - Konami	MegaDrive	1048576	Konami
10964	Rockman Megaworld (J) - Capcom	MegaDrive	2097152	Capcom
10965	Rockman X3 (Unl) - Capcom	MegaDrive	2097152	Capcom
10966	Rocky and Bullwinkle, The Adventures of (U) - Sega	MegaDrive	1048576	Sega
10967	Roger Clements MVP Baseball (U) - Acclaim	MegaDrive	1048576	Acclaim
10968	Rolling Thunder 2 (E) - Namco	MegaDrive	1048576	Namco
10969	Rolling Thunder 2 (J) - Namco	MegaDrive	1048576	Namco
10970	Rolling Thunder 2 (U) - Namco	MegaDrive	1048576	Namco
10971	Rolling Thunder 3 (U) - Namco	MegaDrive	1572864	Namco
10972	Rolo to the Rescue (J) - Electronic Arts	MegaDrive	524288	Electronic Arts
10973	Rolo to the Rescue (UEJ) - Electronic Arts	MegaDrive	524288	Electronic Arts
10974	Romance of the Three Kingdoms II (J) - Koei	MegaDrive	1048576	Koei
10975	Romance of the Three Kingdoms II (U) - Koei	MegaDrive	1049088	Koei
10976	Romance of the Three Kingdoms III (J) - Koei	MegaDrive	1572864	Koei
10977	Romance of the Three Kingdoms III (U) - Koei	MegaDrive	1310720	Koei
10978	Romance of the Three Kingdoms Part 5 (Chinese) - Skob	MegaDrive	2097664	Skob
10979	Ronaldinho 98 (C) - ?	MegaDrive	2097152	?
10980	Royal Blood (AKA Gemfire) (J) - Koei	MegaDrive	1048576	Koei
10981	Rugby World Cup 95 (UJE) - Electronic Arts	MegaDrive	2097152	Electronic Arts
10982	Runark (JUE) - Taito	MegaDrive	524288	Taito
10983	Sagaia (Darius 2) (U) - Taito	MegaDrive	1048576	Taito
10984	Sailor Moon (J) - MA-BA	MegaDrive	2097152	MA-BA
10985	Saint Sword (J) - Taito	MegaDrive	524288	Taito
10986	Saint Sword (U) - Taito	MegaDrive	524288	Taito
10987	Samurai Shodown (E) - SNK	MegaDrive	3145728	SNK
10988	Samurai Shodown (U) - SNK	MegaDrive	3146240	SNK
10989	Samurai Spirits (J) - SNK	MegaDrive	3145728	SNK
10990	Sangokushi Retsuden (Chinese) - Sega	MegaDrive	1049088	Sega
10991	Sangokushi Retsuden (J) - Sega	MegaDrive	1049088	Sega
10992	Saturday Night Slam Masters (E) - Capcom	MegaDrive	4194816	Capcom
10993	Saturday Night Slam Masters (U) - Capcom	MegaDrive	4194304	Capcom
10994	Scooby Doo Mystery (JUE) - Acclaim	MegaDrive	2097664	Acclaim
10995	Scrabble (E) - Supervision intertainment	MegaDrive	1049088	Supervision intertainment
10996	SeaQuest DSV (F) - THQ	MegaDrive	2097152	THQ
10997	Second Samurai, The (E) - Psygnosis	MegaDrive	1049088	Psygnosis
10998	Sega Arcade Classics (F) - Sega	MegaDrive	524800	Sega
10999	Sega CD BIOS V110 (U) - ?	MegaDrive	131072	?
11000	Sega Channel (JUE) - ?	MegaDrive	262144	?
11001	Sega HMD And Tracker Demo (OA7-TST) (JUE)	MegaDrive	524288	\N
11002	Sega Music Joystick Demo (U)	MegaDrive	393728	\N
11003	Sega Sports 1 (Wimbledon, Ult Soccer, Super Monaco) (E) - Sega	MegaDrive	2621440	Sega
11004	Sega Top 5 (F) - Sega	MegaDrive	2097152	Sega
11005	SegaCD 68k BIOS (U)	MegaDrive	131072	\N
11006	SegaCD Model 2 BIOS V200 (U) (Mar 1993)	MegaDrive	131072	\N
11007	SegaCD Model 2 BIOS V200W (U) (Jun 1993)	MegaDrive	131072	\N
11008	Sensible Soccer - International Edition (E) - Sensible Software	MegaDrive	524288	Sensible Software
11009	Sensible Soccer (E) - Sensible Software	MegaDrive	524800	Sensible Software
11010	Sesame Street Counting Cafe (UEJ)	MegaDrive	1049088	\N
11011	Shadow Blasters (U) - Sage's Creation	MegaDrive	524800	Sage's Creation
11012	Shadow Dancer (JUE) - Sega	MegaDrive	524800	Sega
11013	Shadow of the Beast (J) - Victor	MegaDrive	1048576	Victor
11014	Shadow of the Beast (U) - Victor	MegaDrive	1048576	Victor
11015	Shadow of the Beast 2 (U) - Psygnosis	MegaDrive	1048576	Psygnosis
11016	Shadow Run (J) - Fasa Corp	MegaDrive	2097664	Fasa Corp
11017	Shadow Run (U) - Fasa Corp	MegaDrive	2097152	Fasa Corp
11018	Shane Warne Cricket (E) - Codemasters	MegaDrive	1049088	Codemasters
11019	Shanghai 2 - Dragon's Eye (U) - Activision	MegaDrive	1048576	Activision
11020	Shaq Fu (UEJ) - Delphine Software	MegaDrive	3145728	Delphine Software
11021	Shi Kin Joh (J) - Sunsoft	MegaDrive	524288	Sunsoft
11022	Shining and the Darkness (J) - Climax	MegaDrive	1049088	Climax
11023	Shining Force (J) - Climax	MegaDrive	1573376	Climax
11024	Shining Force (U) - Climax	MegaDrive	1572864	Climax
11025	Shining Force 2 - Return of the King (J) - Sega	MegaDrive	2097152	Sega
11026	Shining Force 2 (E) - Sega	MegaDrive	2097152	Sega
11027	Shining Force 2 (U) - Sega	MegaDrive	2097664	Sega
11028	Shining in the Darkness (U) - Climax	MegaDrive	1049088	Climax
11029	Shinobi 3 - Return of the Ninja Master (E) - Sega	MegaDrive	1049088	Sega
11030	Shinobi 3 - Return of the Ninja Master (U) - Sega	MegaDrive	1048576	Sega
11031	Shiten Myooh (J) - Sigma Enterprise	MegaDrive	524800	Sigma Enterprise
11032	Shougino (J) - Home Data	MegaDrive	262656	Home Data
11033	Shove It - The Warehouse Game (U) - NCS	MegaDrive	131072	NCS
11034	Side Pocket (E) - Data East	MegaDrive	1048576	Data East
11035	Side Pocket (JU) - Data East	MegaDrive	1049088	Data East
11036	Simpsons, The - Bart vs The Space Mutants (REV 00) (JUE) - Acclaim	MegaDrive	524800	Acclaim
11037	Simpsons, The - Bart vs The Space Mutants (REV 01) (JUE) - Acclaim	MegaDrive	524288	Acclaim
11038	Simpsons, The - Bart's Nightmare (JUE) - Acclaim	MegaDrive	1049088	Acclaim
11039	Simpsons, The - Krusty's Super Funhouse (REV 00) (JU) - Acclaim	MegaDrive	524800	Acclaim
11040	Simpsons, The - Krusty's Super Funhouse (REV 01) (JUE) - Acclaim	MegaDrive	524288	Acclaim
11041	Simpsons, The - The Itchy and Scratchy Game (JEU) - Acclaim	MegaDrive	1049088	Acclaim
11042	Simpsons, The - Virtual Bart (JUE) - Acclaim	MegaDrive	2097664	Acclaim
11043	Skeleton Krew (4) - Core Design	MegaDrive	2097152	Core Design
11044	Skeleton Krew (8) - Core Design	MegaDrive	2097152	Core Design
11045	Skitchin (UEJ) - Electronic Arts	MegaDrive	2097664	Electronic Arts
11046	Slam Dunk - Shikyou Gekitotsu! (1) - Bandai	MegaDrive	2097152	Bandai
11047	Slap Fight (JUE) - Toaplan	MegaDrive	1048576	Toaplan
11048	Slaughter Sport (UE) - RazorSoft	MegaDrive	1049088	RazorSoft
11049	Smart Mouse (Unl)	MegaDrive	524800	\N
11050	Smash TV (JUE) - Acclaim	MegaDrive	524288	Acclaim
11051	Smurfs 2, The (E) - Infogrames	MegaDrive	1049088	Infogrames
11052	Smurfs, The (E) - Infogrames	MegaDrive	1048576	Infogrames
11053	Snake Rattle 'n' Roll (E) - Rare	MegaDrive	524800	Rare
11054	Snow Brothers (JUE) - Toaplan	MegaDrive	1048576	Toaplan
11055	Socket (JUE) - Vic Tokai	MegaDrive	1048576	Vic Tokai
11056	Sokoban (J) - NCS	MegaDrive	262656	NCS
11057	Sol-Deace (U) - Wolf Team	MegaDrive	1048576	Wolf Team
11058	Soldiers of Fortune (U) - Bitmap Brothers	MegaDrive	1572864	Bitmap Brothers
11059	Soleil (E) (English) - Sega	MegaDrive	2097152	Sega
11060	Soleil (E) (French) - Sega	MegaDrive	2097152	Sega
11061	Soleil (E) (German) - Sega	MegaDrive	2097152	Sega
11062	Soleil (E) (Spanish) - Sega	MegaDrive	2097152	Sega
11063	Sonic 3D Blast (F) - Sega	MegaDrive	4194816	Sega
11064	Sonic and Knuckles (JUE) - Sega	MegaDrive	2097664	Sega
11065	Sonic and Knuckles and Sonic 1 (JUE) - Sega	MegaDrive	2621440	Sega
11066	Sonic and Knuckles and Sonic 2 (JUE) - Sega	MegaDrive	3407872	Sega
11067	Sonic and Knuckles and Sonic 3 (JUE) - Sega	MegaDrive	4194304	Sega
11068	Sonic Compilation (REV 00) (A) - Sega	MegaDrive	3145728	Sega
11069	Sonic Compilation (REV 01) (F) - Sega	MegaDrive	3145728	Sega
11070	Sonic Jam 6 (Unl)	MegaDrive	4194304	\N
11071	Sonic Special Stages (U) - Sega	MegaDrive	2621952	Sega
11072	Sonic Spinball (E) - Sega	MegaDrive	1049088	Sega
11073	Sonic Spinball (J) - Sega	MegaDrive	1048576	Sega
11074	Sonic Spinball (U) - Sega	MegaDrive	1048576	Sega
11075	Sonic Spinball (U) (alt music) - Sega	MegaDrive	1048576	Sega
11076	Sonic the Hedgehog (JUE) - Sega	MegaDrive	524800	Sega
11077	Sonic the Hedgehog 2 (JUE) - Sega	MegaDrive	1049088	Sega
11078	Sonic the Hedgehog 3 (E) - Sega	MegaDrive	2097664	Sega
11079	Sonic the Hedgehog 3 (J) - Sega	MegaDrive	2097152	Sega
11080	Sonic the Hedgehog 3 (U) - Sega	MegaDrive	2097152	Sega
11081	Sorcer Kingdom (J) - NCS	MegaDrive	1048576	NCS
11082	Sorcerer's Kingdom (1992) (U) - Treco	MegaDrive	1048576	Treco
11083	Sorcerer's Kingdom (1993) (U) - Treco	MegaDrive	1048576	Treco
11084	Sorcerian (J) - Sega	MegaDrive	524800	Sega
11085	Soulx (Unl)	MegaDrive	4194304	\N
11086	Space Harrier 2 (JU) - Sega	MegaDrive	524800	Sega
11087	Space Invaders 90 (J) - Taito	MegaDrive	262656	Taito
11088	Space Invaders 91 (U) - Taito	MegaDrive	262144	Taito
11089	Sparkster (E) - Konami	MegaDrive	1048576	Konami
11090	Sparkster (UJ) - Konami	MegaDrive	1048576	Konami
11091	Speed Ball 2 - Brutal Deluxe (E) - Bitmap Brothers	MegaDrive	524288	Bitmap Brothers
11092	Speed Ball 2 - Brutal Deluxe (JU) - Bitmap Brothers	MegaDrive	524288	Bitmap Brothers
11093	Speedy Gonzales - Cheeze Cat-astrophe (A) - Sega	MegaDrive	2097152	Sega
11094	Spiderman - The Animated Series (JUE) - Acclaim	MegaDrive	2097664	Acclaim
11095	Spiderman and Venom - Maximum Carnage (JUE) - LJN	MegaDrive	2097664	LJN
11096	Spiderman and Venom in Separation Anxiety (F) - Acclaim	MegaDrive	3145728	Acclaim
11097	Spiderman and X-Men - Arcade's Revenge (U) - Acclaim	MegaDrive	1048576	Acclaim
11098	Spiderman vs Kingpin (U) - Sega	MegaDrive	524288	Sega
11099	Spiritual Warfare (Unl) - Wisdom Tree	MegaDrive	524800	Wisdom Tree
11100	Spirou (E) - Infogrames	MegaDrive	1048576	Infogrames
11101	Splatter House 2 (E) - Namco	MegaDrive	1048576	Namco
11102	Splatter House 2 (U) - Namco	MegaDrive	1049088	Namco
11103	Splatter House 3 (J) - Namco	MegaDrive	2097152	Namco
11104	Splatter House 3 (U) - Namco	MegaDrive	2097152	Namco
11105	Spot Goes to Hollywood (E) - Virgin Interactive	MegaDrive	3145728	Virgin Interactive
11106	SS Lucifer - Man Overboard! (JUE) - Code Masters	MegaDrive	1048576	Code Masters
11107	Star Control (U) - Sega	MegaDrive	1572864	Sega
11108	Star Cruiser (J) - NCS Corp	MegaDrive	524800	NCS Corp
11109	Star Trek - Deep Space 9 - Crossroads of Time (E) - Virgin	MegaDrive	1048576	Virgin
11110	Star Trek - Deep Space 9 - Crossroads of Time (U) - Virgin	MegaDrive	1049088	Virgin
11111	Star Trek - The Next Generation (REV 00) (U) - Game Code	MegaDrive	2097152	Game Code
11112	Star Trek - The Next Generation (REV 01) (U) - Game Code	MegaDrive	2097152	Game Code
11113	Starflight (REV 00) (U) - Electronic Arts	MegaDrive	1572864	Electronic Arts
11114	Starflight (REV 01) (U) - Electronic Arts	MegaDrive	1048576	Electronic Arts
11115	Stargate (JUE) - Acclaim	MegaDrive	2097664	Acclaim
11116	Steel Empire, The (UE) - Flying Edge	MegaDrive	1049088	Flying Edge
11117	Steel Talons (Jul 1992) (UJE) - Atari	MegaDrive	524288	Atari
11118	Steel Talons (July 1992) (UJE) - Atari	MegaDrive	524288	Atari
11119	Steel Talons (Jun 1993) (JUE) - Atari	MegaDrive	524800	Atari
11120	Stormlord (J) - Razor Soft	MegaDrive	524800	Razor Soft
11121	Story of Thor, The (8) (English) - Sega	MegaDrive	3145728	Sega
11122	Story of Thor, The (8) (French) - Sega	MegaDrive	3145728	Sega
11123	Story of Thor, The (8) (Spanish) - Sega	MegaDrive	3146240	Sega
11124	Story of Thor, The (J) - Sega	MegaDrive	3146240	Sega
11125	Street Fighter 2 Plus Champion Edition (J) - Capcom	MegaDrive	3145728	Capcom
11126	Street Fighter 2 Special Champion Edition (E) - Capcom	MegaDrive	3145728	Capcom
11127	Street Fighter 2 Special Champion Edition (U) - Capcom	MegaDrive	3145728	Capcom
11128	Street Racer (F) - Ubi Soft	MegaDrive	1049088	Ubi Soft
11129	Street Smart (JU) - American Treco	MegaDrive	524800	American Treco
11130	Streets of Rage (JUE) - Sega	MegaDrive	524800	Sega
11131	Streets of Rage (JUE) (REV 01) - Sega	MegaDrive	524288	Sega
11132	Bare Knuckle II (J) - Sega	MegaDrive	2097152	Sega
11133	Streets of Rage 2 (UE) - Sega	MegaDrive	2097152	Sega
11134	Streets of Rage 3 (E) - Sega	MegaDrive	3145728	Sega
11135	Streets of Rage 3 (U) - Sega	MegaDrive	3146240	Sega
11136	Strider (J) - Capcom	MegaDrive	1049088	Capcom
11137	Strider (UE) - Capcom	MegaDrive	1049088	Capcom
11138	Strider 2 (JUE) - US Gold	MegaDrive	1048576	US Gold
11139	Strider Returns (JUE) - Capcom	MegaDrive	1048576	Capcom
11140	Striker (8) - Sega Sports	MegaDrive	2097152	Sega Sports
11141	Sub-Terrania (E) - Sega	MegaDrive	2097664	Sega
11142	Sub-Terrania (J) - Sega	MegaDrive	2097152	Sega
11143	Sub-Terrania (U) - Sega	MegaDrive	2097152	Sega
11144	Summer Challenge (JUE) - Accolade	MegaDrive	2097664	Accolade
11145	Sunset Riders (E) - Konami	MegaDrive	524288	Konami
11146	Sunset Riders (U) - Konami	MegaDrive	524288	Konami
11147	Super 1998 Sonic 6 (Unl) - Independent	MegaDrive	2097152	Independent
11148	Super Airwolf (J) - Kyugo	MegaDrive	524800	Kyugo
11149	Super Baseball 2020 (UEJ) - Electronic Arts	MegaDrive	2097664	Electronic Arts
11150	Super Baseball 2020 (UJ) - Electronic Arts	MegaDrive	2097152	Electronic Arts
11151	Super Battle Tank - War in the Gulf (U) - Absolute Entertainment	MegaDrive	524288	Absolute Entertainment
11152	Super Battleship (U) - Mindscape	MegaDrive	524288	Mindscape
11153	Super Bubble Bobble (Unl) - Independent	MegaDrive	1048576	Independent
11154	Super Daisenryaku (J) - Sega	MegaDrive	524800	Sega
11155	Super Donkey Kong 99 (Unl) - Independent	MegaDrive	2097152	Independent
11156	Super Fantasy Zone (E) - Sunsoft	MegaDrive	1048576	Sunsoft
11157	Super Fantasy Zone (J) - Sunsoft	MegaDrive	1049088	Sunsoft
11158	Super Hang-On (REV 00) (JUE) - Sega	MegaDrive	524288	Sega
11159	Super Hang-On (REV 01) (JUE) - Sega	MegaDrive	524288	Sega
11160	Super High Impact (EU) - Acclaim	MegaDrive	1049088	Acclaim
11161	Super HQ (JUE) - Taito	MegaDrive	524800	Taito
11162	Super Hydlide (E) - TE Soft	MegaDrive	524288	TE Soft
11163	Super Hydlide (J) - Asmik	MegaDrive	524288	Asmik
11164	Super Hydlide (U) - TE Soft	MegaDrive	524288	TE Soft
11165	Super Kick Off (JUE) - US Gold	MegaDrive	524800	US Gold
11166	Super King Kong 99 (Unl) - Independent	MegaDrive	2097152	Independent
11167	Super League (Feb 1989) (J) - Sega	MegaDrive	524800	Sega
11168	Super League (May 1989) (JUE) - Sega	MegaDrive	524288	Sega
11169	Super League 91 (J) - Sega	MegaDrive	524800	Sega
11170	Super Mario World (Unl)	MegaDrive	2097152	\N
11171	Super Masters Golf (J) - Sega	MegaDrive	524288	Sega
11172	Super Monaco Grand Prix (REV 00) (JUE) - Sega	MegaDrive	524288	Sega
11173	Super Monaco Grand Prix (REV 01) (JUE) - Sega	MegaDrive	524800	Sega
11174	Super Monaco Grand Prix (REV 02) (JUE) - Sega	MegaDrive	524288	Sega
11175	Super Monaco Grand Prix (REV 03) (U) - Sega	MegaDrive	524288	Sega
11176	Super Offroad (U) - Tradewest	MegaDrive	524288	Tradewest
11177	Super Ping Pong (J) - Pure Byte	MegaDrive	131072	Pure Byte
11178	Super Real Basketball (E) - Sega	MegaDrive	524288	Sega
11179	Super Real Basketball (JU) - Sega	MegaDrive	524800	Sega
11180	Super Shinobi 2 (J) - Sega	MegaDrive	1048576	Sega
11181	Super Skidmarks (E) - Codemasters	MegaDrive	2097152	Codemasters
11182	Super Street Fighter 2 - The New Challengers (J) - Capcom	MegaDrive	5242880	Capcom
11183	Super Street Fighter 2 - The New Challengers (U) - Capcom	MegaDrive	5242880	Capcom
11184	Super Thunder Blade (J) - Sega	MegaDrive	524800	Sega
11185	Super Thunder Blade (U) - Sega	MegaDrive	524800	Sega
11186	Super Volleyball (J) - Video System	MegaDrive	262144	Video System
11187	Super Volleyball (U) - Video System	MegaDrive	262144	Video System
11188	Super Volleyball (U) (no copyright) - Video System	MegaDrive	262144	Video System
11189	Superman (E) - Virgin	MegaDrive	1048576	Virgin
11190	Superman (U) - Sunsoft	MegaDrive	1048576	Sunsoft
11191	Surging Aura (J) - Sega	MegaDrive	2097152	Sega
11192	Sword of Sodan (U) - Electronic Arts	MegaDrive	524288	Electronic Arts
11193	Sword of Vermilion (J) - Sega	MegaDrive	655360	Sega
11194	Sword of Vermilion (U) - Sega	MegaDrive	655360	Sega
11195	Sylvester and Tweety in Cagey Capers (UEJ) - Time Warner	MegaDrive	2097152	Time Warner
11196	Syndicate (JUE) - Sega	MegaDrive	2097152	Sega
11197	Syura no Mon (J) - Sega	MegaDrive	1049088	Sega
11198	Taiga Drama Taiheiki (J) - NHK-SW	MegaDrive	1048576	NHK-SW
11199	Taiko Rissi Den (J) - Koei	MegaDrive	1311232	Koei
11200	Taiwan Tycoon (J) - CE Inc	MegaDrive	1049088	CE Inc
11201	Take the 'A' Train (J) - Artdink	MegaDrive	524800	Artdink
11202	Tale Spin (U) - Sega	MegaDrive	524288	Sega
11203	Talmit's Adventure (E) - Namco	MegaDrive	1049088	Namco
11204	Target Earth (U) - NCS corp	MegaDrive	524288	NCS corp
11205	Task Force Harrier EX (J) - Treco	MegaDrive	1048576	Treco
11206	Task Force Harrier EX (U) - Treco	MegaDrive	1048576	Treco
11207	TAZ Mania (U) - Warner Bros	MegaDrive	524288	Warner Bros
11208	Team USA Basketball (U) - Electronic Arts	MegaDrive	1048576	Electronic Arts
11209	Techno Clash (UEJ) - Zono inc	MegaDrive	1048576	Zono inc
11210	Technocop (U) - Razor Soft	MegaDrive	524288	Razor Soft
11211	Tecmo Cup Football (J) - Tecmo	MegaDrive	524800	Tecmo
11212	Tecmo Super Baseball (94) (U) - Tecmo	MegaDrive	1048576	Tecmo
11213	Tecmo Super Bowl (J) - Tecmo	MegaDrive	1048576	Tecmo
11214	Tecmo Super Bowl (Oct 1993) (U) - Tecmo	MegaDrive	1048576	Tecmo
11215	Tecmo Super Bowl (Sep 1993) (U) - Tecmo	MegaDrive	1048576	Tecmo
11216	Tecmo Super Bowl 2 (F) - Tecmo	MegaDrive	2097152	Tecmo
11217	Tecmo Super Bowl 2 SE (F) - Tecmo	MegaDrive	2097152	Tecmo
11218	Tecmo Super Bowl 3 Final Edition (F) - Tecmo	MegaDrive	2097664	Tecmo
11219	Tecmo Super Hockey (U) - Tecmo	MegaDrive	1048576	Tecmo
11220	Tecmo Super NBA Basketball (J) - Tecmo	MegaDrive	1049088	Tecmo
11221	Tecmo Super NBA Basketball (U) - Tecmo	MegaDrive	1048576	Tecmo
11222	Tecmo World Cup (93) (JU) - Tecmo	MegaDrive	262144	Tecmo
11223	Tecmo World Cup 92 (JU) - Tecmo	MegaDrive	262656	Tecmo
11224	Teenage Mutant Hero Turtles - The Hyperstone Heist (E) - Konami	MegaDrive	1048576	Konami
11225	Teenage Mutant Hero Turtles - Tournament Fighters (E) - Konami	MegaDrive	2097152	Konami
11226	Teenage Mutant Ninja Turtles - Return of the Shredder (J) - Konami	MegaDrive	1049088	Konami
11227	Teenage Mutant Ninja Turtles - The Hyperstone Heist (U) - Konami	MegaDrive	1048576	Konami
11228	Teenage Mutant Ninja Turtles - Tournament Fighters (J) - Konami	MegaDrive	2097152	Konami
11229	Teenage Mutant Ninja Turtles - Tournament Fighters (U) - Konami	MegaDrive	2097664	Konami
11230	Teitoku no Ketsudan (J) - Koei	MegaDrive	1049088	Koei
