imageNumber,releaseNumber,title,saveType,romSize,publisher,location,sourceRom,language,im1CRC,im2CRC,comment,duplicateID
487,487,Pro Tennis WTA Tour,Eeprom_v122,4194304,Konami,0,Patience,2,BF5955CF,0F0FA927,[Table],113
488,488,Lilo & Stitch,None,8388608,Ubi Soft,0,Patience,4307,51B1191F,166D0106,[Table],161
489,489,Ougon no Taiyou - Ushinawareshi Toki,Flash_v123,16777216,Nintendo,7,Eurasia,256,6130F144,0518FD51,[Table],167
490,490,Aero the Acro-Bat - Rascal Rival Revenge,Eeprom_v122,4194304,Metro3D,1,Mode 7,2,3B639A22,B64B30A7,[Table],168
491,491,Medabots AX - Rokusho Version,Eeprom_v122,8388608,Natsume,1,Venom,2,7F14A3BA,189E6EC6,[Table],169
492,492,Medabots AX - Metabee Version,Eeprom_v122,8388608,Natsume,1,Venom,2,9997C3A0,9915DF66,[Table],170
493,493,Yu-Gi-Oh! Duel Monsters 7 - Kettou Toshi Densetsu,Sram_v112,16777216,Konami,7,Cream,256,35634455,E1520334,[Table],367
494,494,"Pinball of the Dead, The",Eeprom_v122,8388608,Sega,7,Cezar,256,BAB02AFB,89F826DA,[Table],166
495,495,Bakuten Shoot Beyblade 2002 - Ikuze! Bakutou! Chou Jiryoku Battle!!,Sram_v112,8388608,Hudson,7,Independent,256,4C1FD59D,D8437FEA,[Table],0
496,496,Pinball Challenge Deluxe,None,4194304,Ubi Soft,0,Mode 7,2,D014A20C,0AFB13D0,[Table],0
497,497,Chessmaster,Eeprom_v122,4194304,Ubi Soft,5,Patience,1,B18ACD0A,038A1AAD,[Table],133
498,498,Stuart Little 2,None,8388608,Activision,16,Venom,2,24E0FCC1,02FBB56A,[Table],171
499,499,Monster Gate,Sram_F_v102,8388608,Konami,7,Independent,256,71C60365,A6AA3914,[Table],0
500,500,Kong - The Animated Series,None,8388608,BAM!,0,Menace,4307,EAF9A5BA,AD947FF0,[Table],172
501,501,Top Gun - Firestorm Advance,None,4194304,Titus,16,Mode 7,4291,9B4E9F13,B4271FB5,[Table],0
502,502,Disney Sports - Soccer,Eeprom_v122,16777216,Konami,7,Eurasia,256,D15EAD37,FE37B4AC,[Table],188
503,503,Chou Makaimura R,Eeprom_v122,4194304,Capcom,7,Eurasia,2,F4418C74,27082771,[Table],174
504,504,Final Fire Pro Wrestling - Yume no Dantai Unei!,Flash_v126,16777216,Spike,7,Venom,256,54386053,028C43EA,[Table],175
505,505,Bubble Bobble - Old & New,Eeprom_v122,4194304,Mediakite,7,Eurasia,256,5C102788,5E9A981E,[Table],176
506,506,Hikaru no Go 2,Sram_F_v102,16777216,Konami,7,Cezar,256,BBB71FFD,E32B1DFA,[Table],0
507,507,Tiny Toon Adventures - Buster's Bad Dream,None,4194304,Conspiracy,0,Venom,4291,D575413A,5DE19BCA,[Table],572
508,508,Moorhen 3 - The Chicken Chase!,Eeprom_v120,4194304,Ubi Soft,0,Venom,4291,DD158F96,D409A1E4,[Table],0
509,509,Custom Robo GX,Eeprom_v122,8388608,Nintendo,7,Eurasia,256,9E887775,D94B3D6A,[Table],0
510,510,Breath of Fire II,Sram_v112,4194304,Ubi Soft,0,Patience,2,6FC0C74D,9FDA1AFF,[Table],105
511,511,Shaman King Card Game - Chou Senjiryakketsu 2,Sram_v112,8388608,King Records,7,Cezar,256,B50C17FE,52905197,[Table],0
512,512,Ghost Trap,Eeprom_v122,8388608,Eidos Interactive,7,Cezar,256,AAEBA77F,8D9E380C,[Table],0
513,513,Antz - Extreme Racing,None,4194304,LSP,0,Venom,4307,E4F55816,E40279DF,[Table],177
514,514,Super Robot Taisen R,Flash_v126,8388608,Banpresto,7,Eurasia,256,D6C3EC7E,D768D898,[Table],0
515,515,E.T. - The Extra-Terrestrial,None,4194304,NewKidCo,0,Blizzard,4307,EFF22988,F2976E39,[Table],87
516,516,Konami Collector's Series - Arcade Classics,None,4194304,Konami,0,Patience,4291,7B9DB34D,821F923B,[Table],129
517,517,xXx,Eeprom_v121,8388608,Activision,16,Venom,2,E0D25C95,833286E9,[Table],178
518,518,"Famille Delajungle, La - A la Poursuite de Darwin",None,4194304,THQ,5,Patience,1,893A53E0,F6A56F0B,[Table],179
519,519,Hot Potato!,Eeprom_v120,4194304,BAM!,0,Patience,67,402F9D06,643AFD05,[Table],25
520,520,ESPN X-Games Skateboarding,Eeprom_v121,8388608,Konami,0,Patience,4291,2112F95C,9CF77878,[Table],46
521,521,Pinobee & Phoebee,Eeprom_v122,8388608,Hudson,7,Independent,256,FBD519CA,AD808780,[Table],0
522,522,Fushigi no Kuni no Angelique,Sram_v110,4194304,Koei,7,Independent,256,01217258,9F8DCCC4,[Table],0
523,523,Hot Wheels Advance,Eeprom_v121,8388608,Altron,7,Independent,2,6DA52019,EBA9CE36,[Table],85
524,524,Kurohige no Kurutto Jintori,Sram_v112,4194304,Tomy,7,Independent,256,6DCC1BF1,A04253A0,[Table],0
525,525,Kaze no Klonoa G2 - Dream Champ Tournament,Eeprom_v122,4194304,Namco,7,Eurasia,256,B4E6A1DC,EB57959C,[Table],180
526,526,Space Invaders EX,Eeprom_v122,4194304,Taito,7,Eurasia,2,C034AB61,632E0164,[Table],128
527,527,Medabots AX - Rokusho Version,Eeprom_v122,8388608,Natsume,0,Patience,4291,7C857453,AE1E9460,[Table],169
528,528,Manic Miner,None,8388608,Jester Interactive,0,Eurasia,4291,968BCED2,1262BAB8,[Table],0
529,529,Kamaitachi no Yoru Advance,Flash_v126,16777216,ChunSoft,7,Independent,256,32FCEC3A,58F43E48,[Table],0
530,530,Sangokushi,Flash_v126,8388608,Koei,3,Independent,4,E72A28AE,9BCD56D0,[Table],90
531,531,Greatest Nine,Sram_F_v102,8388608,Sega,7,Eurasia,256,CB93F7AF,95A05195,[Table],0
532,532,V-Master Cross,Eeprom_v122,16777216,Activision,7,OldSkool,256,C788CC8A,772CACD8,[Table],0
533,533,"King of Fighters EX, The - NeoBlood",Eeprom_v122,8388608,Sammy,1,Eurasia,2,2855E95D,E9E4E001,[Table],107
534,534,Cubix - Robots for Everyone - Clash 'N Bash,Eeprom_v120,8388608,3DO,1,Venom,2,9EA16DC4,A505FCCA,[Table],0
535,535,Mickey to Minnie no Magical Quest,Eeprom_v122,4194304,Nintendo,7,Eurasia,256,DA0CDB38,A24CFFE1,[Table],181
536,536,Rockman & Forte,Eeprom_v122,8388608,Capcom,7,Eurasia,256,67CC0C05,E11E9EFA,[Table],182
537,537,Hey Arnold! - The Movie,None,4194304,THQ,0,Asgard,67,D4D26D4F,15C6AC25,[Table],156
538,538,ZooCube,Eeprom_v122,4194304,Acclaim,0,Blizzard,4291,8097BF17,38DF3185,[Table],160
539,539,Urban Yeti!,None,4194304,Telegames,16,Eurasia,2,408D4179,188F5224,[Table],0
540,540,Madden NFL 2003,Eeprom_v122,4194304,Electronic Arts,1,Venom,2,445565FA,5712A7BB,[Table],0
541,541,Magical Quest Starring Mickey & Minnie,Eeprom_v122,4194304,Nintendo,1,Eurasia,2,AD0DA38C,E9A3DDD5,[Table],181
542,542,Spy Kids Challenger,Eeprom_v120,4194304,Ubi Soft,1,Venom,2,1B9E8138,08778E1E,[Table],0
543,543,NFL Blitz 20-03,None,4194304,Midway,1,Venom,2,E2E6919E,96A3D666,[Table],0
544,544,Combat Choro Q - Advance Daisakusen,Sram_v112,4194304,Takara,7,Independent,256,3AD888EF,45483EEF,[Table],0
545,545,Crash Bandicoot Advance,Eeprom_v122,8388608,Konami,7,Independent,256,30C53BEA,AC3244AF,[Table],118
546,546,Famista Advance,Eeprom_v122,4194304,Namco,7,Independent,256,3C3233B8,23B77636,[Table],0
547,547,Duke Nukem Advance,Eeprom_v120,8388608,Take 2,1,Eurasia,2,ECF70DF6,FF619895,[Table],183
548,548,Mat Hoffman's Pro BMX 2,Eeprom_v122,8388608,Activision,16,Eurasia,2,94E1014D,00F3F6C7,[Table],0
549,549,V.I.P.,None,4194304,Ubi Soft,0,Venom,4307,1DF29336,DEE68699,[Table],0
550,550,Monster Force,Eeprom_v122,8388608,Vivendi,1,Eurasia,2,6492941B,AE925299,[Table],184
551,551,Minimoni - Mika no Happy Morning Chatty,Sram_v112,8388608,Shogakukan,7,Independent,256,B967A7A2,3CBAE066,[Table],0
552,552,Power Rangers - Wild Force,None,4194304,THQ,16,Eurasia,2,7BFB2963,2925B242,[Table],0
553,553,Gambler Densetsu Tetsuya - Yomigaeru Densetsu,Eeprom_v122,8388608,Athena,7,Independent,256,4CECF813,41A3943B,[Table],0
554,554,ATV Quad Power Racing,None,4194304,Acclaim,16,Eurasia,2,A752158A,18A0D3E8,[Table],0
555,555,Mr. Driller A - Fushigi na Pacteria,Sram_F_v102,8388608,Namco,7,Eurasia,256,7610E328,5D4869CA,[Table],0
556,556,Pro Yakyuu Team wo Tsukurou! Advance,Sram_v112,8388608,Sega,7,Stone Arts,256,20AA6359,D5A69BC8,[Table],0
557,557,Turok Evolution,None,8388608,Acclaim,0,Eurasia,4291,0C74E99B,09D52140,[Table],185
558,558,"Monsters, Inc.",None,4194304,Tomy,7,Independent,256,1B177093,4DCDE0EE,[Table],64
559,559,Mutsu - Water Looper Mutsu,Sram_v112,4194304,Tomy,7,Independent,256,E8FC26B7,5A0820EB,[Table],0
560,560,V-Rally 3,Eeprom_v122,4194304,Infogrames,7,Independent,2,DDAE2834,E72AD8EF,[Table],164
561,561,Medarot G - Kuwagata Version,Eeprom_v122,8388608,Natsume,7,Independent,256,03F08992,D197ECDD,[Table],169
562,562,Rocket Power - Le Cauchemar d'Otto,None,4194304,THQ,5,Patience,1,8250D957,C32B36D8,[Table],48
563,563,"Monsters, Inc.",None,4194304,THQ,0,Patience,131,F6EB4982,B73E40B7,[Table],64
564,564,Black Matrix Zero,Eeprom_v122,8388608,NEC,7,Cezar,256,34B22533,8746053F,[Table],0
565,565,Sabrina - The Teenage Witch - Potion Commotion,None,4194304,Ubi Soft,1,Eurasia,4099,B746D78B,E5AB9FD7,[Table],186
566,566,Sakura Momoko no UkiUki Carnival,Sram_v112,8388608,Nintendo,7,Independent,256,DCCFCA45,4E257B3E,[Table],0
567,567,Hamepane - Tokyo Mew Mew,Sram_F_v102,4194304,Takara,7,Independent,256,C348AC91,E2B8B230,[Table],0
568,568,"Razmoket, Les - Voler n'est pas Jouer",None,4194304,THQ,5,Patience,1,982BACF3,0B558B9F,[Table],50
569,569,Aggressive Inline,None,8388608,Acclaim,1,Eurasia,2,105C2E37,1BD31439,[Table],187
570,570,Pinky and the Brain - The Masterplan,None,4194304,Conspiracy,0,Patience,4291,75B7309C,20CCE25E,[Table],0
571,571,Go! Go! Beckham! - Adventure on Soccer Island,Eeprom_v122,4194304,Denki,0,Eurasia,4291,4E8C415D,3B1036CC,[Table],0
572,572,Nobunaga Ibun,Sram_F_v102,8388608,Global A,7,Independent,256,9B5E28B1,A9DCA097,[Table],0
573,573,Gachasute! Dino Device - Red,Flash_v126,8388608,Smilesoft,7,Independent,256,4CBC83D8,4DDC3646,[Table],0
574,574,Jurassic Park III - Ushinawareta Idenshi,Eeprom_v121,8388608,Konami,7,Independent,256,EA5B60F8,E59B6F86,[Table],31
575,575,SK8 - Tony Hawk's Pro Skater 2,Eeprom_v122,8388608,Activision,7,Independent,256,24BE2024,78F0B310,[Table],20
576,576,Castlevania - Harmony of Dissonance,Sram_F_v102,8388608,Konami,0,Eurasia,2,6AB15C1D,B7094986,[Table],159
577,577,J.League Pro Soccer Club wo Tsukurou! Advance,Sram_v112,8388608,Sega,7,Cezar,256,CC4BB0D4,972FCCE8,[Table],0
578,578,Nicktoons Racing,Eeprom_v122,4194304,Infogrames,0,Patience,4291,AFECE60C,B8DFF04C,[Table],163
579,579,Densetsu no Stafy,Sram_v112,8388608,Nintendo,7,Eurasia,256,402C88F9,F1E19F7F,[Table],0
580,580,Disney Sports - American Football,Eeprom_v122,16777216,Konami,7,Patience,256,FCEEE291,B6DFB090,[Table],574
581,581,Disney Sports - Skateboarding,Eeprom_v122,16777216,Konami,7,Patience,256,F9D82DFA,9DA4BE60,[Table],189
582,582,Aggressive Inline,None,8388608,Acclaim,0,Patience,67,92FDC661,22475916,[Table],187
583,583,BMX Trick Racer,Eeprom_v122,16777216,Simon & Schuster,1,Mode 7,2,D830D73D,B24DF248,[Table],0
584,584,Matchbox Cross Town Heroes,None,4194304,THQ,1,Venom,2,35650BA4,E1FA3FD1,[Table],190
585,585,Silent Scope,Eeprom_v122,8388608,Konami,1,Eurasia,4291,B09D6245,E917F419,[Table],191
586,586,Tiger Woods PGA Tour Golf,Eeprom_v122,8388608,Ubi Soft,0,Patience,4291,D9357EB6,A605E6C5,[Table],147
587,587,Speedball 2 - Brutal Deluxe,Eeprom_v120,4194304,Wanadoo,0,Eurasia,4291,7EFC791B,25514A00,[Table],0
588,588,Megaman Zero,Sram_v112,8388608,Capcom,16,Venom,2,2C84CBAD,59DCFDDE,[Table],146
589,589,Comix Zone,Eeprom_v122,4194304,Sega,0,Independent,4291,2F86740F,6B605110,[Table],0
590,590,Natural 2 - Duo,Flash_v126,8388608,Dreamsoft,7,KaMX,256,4C4AAE45,8A959548,[Table],0
591,591,Sabrina - The Teenage Witch - Potion Commotion,None,4194304,Ubi Soft,0,Lightforce,4307,712FED7D,7A8F4B8C,[Table],186
592,592,SpongeBob SquarePants - Revenge of the Flying Dutchman,None,8388608,THQ,16,Venom,2,542FBD2E,8193E729,[Table],0
593,593,Super Mario Advance 3 - Yoshi's Island,Eeprom_v122,4194304,Nintendo,1,Mode 7,2,54830DFB,539926DA,[Table],192
594,594,"Sum of All Fears, The",Eeprom_v122,8388608,Ubi Soft,0,Menace,4291,0D4BBD3C,D7D0C2B6,[Table],193
595,595,Super Mario Advance 3,Eeprom_v122,4194304,Nintendo,7,Cezar,256,3BD0EE6B,A11D464E,[Table],192
596,596,Airforce Delta Storm,Eeprom_v122,4194304,Konami,1,Mode 7,323,08DC70C1,9E529B03,[Table],194
597,597,Boulder Dash EX,Eeprom_v122,4194304,Kemco,1,Mode 7,2,E51C121B,DE1FAC24,[Table],195
598,598,Backyard Football,Eeprom_v122,4194304,Infogrames,1,Mode 7,2,E1B1E32C,9199C8B8,[Table],0
599,599,Barbie Groovy Games,None,4194304,Vivendi,1,Lightforce,2,2CA0B540,0585954A,[Table],196
600,600,GT Advance 2 - Rally Racing,Eeprom_v122,8388608,THQ,0,Independent,2,46A4798E,17DB6F71,[Table],97
601,601,Hanafuda Trump Mahjong - Depachika Wayouchuu,Eeprom_v122,4194304,Global A,7,KaMX,256,FCF4A6D7,CF403889,[Table],0
602,602,Egg Mania,None,4194304,Kemco,1,Mode 7,4099,79ED217B,4DC10758,[Table],197
603,603,Super Ghouls'n Ghosts,Eeprom_v122,4194304,Capcom,16,Mode 7,2,00BE5D42,4493E0C5,[Table],174
604,604,Kelly Slater's Pro Surfer,Eeprom_v122,8388608,Activision,16,Mode 7,2,BF380DC5,CA154E84,[Table],0
605,605,Smuggler's Run,None,8388608,Destination Software,1,Venom,2,DC167987,52D71863,[Table],198
606,606,Duke Nukem Advance,Eeprom_v120,8388608,Take 2,0,Lightforce,195,81BA59A1,96E5A553,[Table],183
607,607,Colin McRae Rally 2.0,Eeprom_v122,4194304,Ubi Soft,0,Quartex,67,D09399AE,DDD5A877,[Table],199
608,608,Street Fighter Zero 3 Upper,Eeprom_v122,8388608,Capcom,7,Eurasia,256,25F8BFB7,8609FC77,[Table],200
609,609,Samurai Evolution - Oukoku Geist,Sram_F_v102,4194304,Enix,7,Patience,256,3326EFCD,3C3B2063,[Table],0
610,610,Sega Smash Pack,None,8388608,THQ,1,Venom,2,8D3A6EB5,C5F815C3,[Table],201
611,611,Driver 2 Advance,Eeprom_v122,8388608,Infogrames,0,Eurasia,4291,4FF28A16,E941A014,[Table],202
612,612,Castlevania - Harmony of Dissonance,Sram_F_v102,8388608,Konami,1,Independent,2,6270A194,C8CFBBF6,[Table],159
613,613,"Lord of the Rings, The - The Fellowship of the Ring",Eeprom_v122,8388608,Vivendi,1,Venom,2,6139CB8B,6601542A,[Table],203
614,614,Tennis Masters Series 2003,Eeprom_v120,4194304,Microids,0,Independent,6339,40E66920,CC21BEB1,[Table],0
615,615,Spyro 2 - Season of Flame,Eeprom_v122,8388608,Vivendi,1,Venom,2,C200F96A,4E8082F8,[Table],204
616,616,"Adventures of Jimmy Neutron vs. Jimmy Negatron, The",None,4194304,THQ,16,Venom,2,A092014C,4363C829,[Table],205
617,617,Magical Quest Starring Mickey & Minnie,Eeprom_v122,4194304,Nintendo,0,Patience,4291,735A78B9,5384C8E3,[Table],181
618,618,Tokimeki Yume Series 1 - Ohanaya-san ni Narou!,Eeprom_v122,4194304,MTO,7,KaMX,256,5C4DD3C7,DB7F98EB,[Table],0
619,619,e-Reader,Flash1M_v103,8388608,Nintendo,1,Independent,2,163EB4FA,65232717,[Table],577
620,620,Groove Adventure Rave - Hikari to Yami no Daikessen 2,Sram_v112,8388608,Konami,7,Eurasia,256,1108888E,487CFF82,[Table],546
621,621,Hugo - The Evil Mirror Advance,Eeprom_v122,4194304,ITE Media,0,Menace,16123,A14C5C84,23D421DB,[Table],206
622,622,Worms World Party,None,4194304,Ubi Soft,0,Venom,4291,F82EABFC,28C8FCC6,[Table],207
623,623,Chobits - Atashi Dake no Hito,Eeprom_v122,8388608,MMV,7,Mugs,256,8DF5721F,169D5C78,[Table],0
624,624,Super Mario Advance 3 - Yoshi's Island,Eeprom_v122,8388608,Nintendo,0,Menace,4291,0E13EA94,9AEE2253,[Table],192
625,625,Daisuki Teddy,Sram_F_v102,8388608,MTO,7,WnkMX,256,2A7B5233,0206D1FB,[Table],0
626,626,Scooby-Doo,Eeprom_v122,4194304,THQ,5,Patience,1,8C7A520E,89A9CA4D,[Table],162
627,627,Frogger Advance - The Great Quest,None,8388608,Konami,0,Lightforce,4291,7FABCB17,614F76D0,[Table],154
628,628,Gachasute! Dino Device - Blue,Flash_v126,8388608,Smilesoft,7,Chakky,256,C96B2AD7,F6EEDCB7,[Table],0
629,629,Harukanaru Toki no Naka de,Eeprom_v122,8388608,Koei,7,Chakky,256,2051BCF0,27785C62,[Table],0
630,630,Butt-Ugly Martians - B.K.M. Battles,None,4194304,Vivendi,1,Venom,2,83BF8CEF,B7E1D08E,[Table],208
631,631,Nakayoshi Pet Advance Series 1 - Kawaii Hamster,Eeprom_v122,4194304,MTO,7,Chakky,256,B3515AEE,8F3CEAEF,[Table],0
632,632,Nakayoshi Pet Advance Series 2 - Kawaii Koinu,Eeprom_v122,4194304,MTO,7,Chakky,256,A64BB104,7B18EBD7,[Table],0
633,633,Nakayoshi Pet Advance Series 3 - Kawaii Koneko,Eeprom_v122,4194304,MTO,7,Chakky,256,ECD7B71E,C45C7B2B,[Table],599
634,634,Medarot G - Kabuto Version,Eeprom_v122,8388608,Natsume,7,Chakky,256,088F85CE,E383027F,[Table],170
635,635,Hime Kishi Monogatari - Princess Blue,Sram_v112,8388608,Tonkin House,7,Chakky,256,6889F71D,9BBA2CCD,[Table],0
636,636,Guilty Gear X - Advance Edition,Flash_v124,8388608,Sammy,0,Patience,2,490C093E,6546E2C6,[Table],109
637,637,Soccer Kid,None,4194304,Telegames,16,Venom,2,77507BE9,A8668940,[Table],0
638,638,Ballistic - Ecks vs. Sever,None,8388608,BAM!,1,Venom,2,FC3B9CF1,1DBEA7B0,[Table],209
639,639,Dragon Ball Z - The Legacy of Goku,Eeprom_v122,8388608,Infogrames,0,Polla,4291,8A28416C,C6737364,[Table],148
640,640,Ecks vs. Sever,None,8388608,BAM!,0,Independent,4291,039B0144,3421FF12,[Table],84
641,641,Fire Pro Wrestling 2,Flash_v126,8388608,BAM!,1,Venom,2,D10F6ACA,FDE16989,[Table],175
642,642,Invader,None,8388608,Takara,0,Venom,2,EC6B8828,E7F1FE5A,[Table],0
643,643,Motoracer Advance,Sram_F_v102,4194304,Ubi Soft,0,Mode 7,4291,A5482CEC,858FA35B,[Table],679
644,644,Army Men - Turf Wars,Eeprom_v121,8388608,3DO,1,Mode 7,2,2EDBAF00,A40E6482,[Table],0
645,645,Metalgun Slinger,Eeprom_v122,8388608,Atmark,7,Independent,256,2BE7A08B,A32DD9CC,[Table],0
646,646,Airforce Delta II,Eeprom_v122,4194304,Konami,7,Independent,323,E6C009E3,980E075C,[Table],194
647,647,Turbo Turtle Adventure,Eeprom_v122,4194304,Majesco Sales,1,Quartex,2,00BF555A,A2DE3928,[Table],0
648,648,"King of Fighters EX, The - NeoBlood",Eeprom_v122,8388608,Sammy,0,Independent,2,2855E95D,AFB5B3DC,[Table],107
649,649,Harobots - Robo Hero Battling!!,Sram_v112,4194304,Sunrise,7,Chakky,256,C3D7EAF4,E70BD769,[Table],0
650,650,Monster Force,Eeprom_v122,8388608,Vivendi,0,Lightforce,4291,807C0F15,6345174E,[Table],184
651,651,Barbie Groovy Games,None,4194304,Vivendi,0,Patience,4291,87FF0A6D,B2777062,[Table],196
652,652,"Smurfs, The - The Revenge of the Smurfs",None,4194304,Infogrames,0,Patience,4307,B3464F36,626C8F8C,[Table],0
653,653,Defender of the Crown,Eeprom_v122,4194304,Metro3D,1,Venom,2,1516D35E,002C663E,[Table],210
654,654,Dual Blades,Eeprom_v122,4194304,Metro3D,1,Venom,2,86382DF0,65D90FD6,[Table],211
655,655,Ice Age,None,4194304,Ubi Soft,7,Chakky,256,AE7A0961,79E4C464,[Table],132
656,656,J.League Winning Eleven Advance 2002,Eeprom_v121,8388608,Konami,7,Eurasia,256,134817C8,A2712F74,[Table],0
657,657,Pinball Advance,Eeprom_v122,8388608,Zoo Digital,0,Menace,4291,3EE7ECA7,D50BF24C,[Table],0
658,658,Virtua Tennis,Eeprom_v121,8388608,THQ,1,Venom,2,5FD34B01,E8DC1888,[Table],212
659,659,Game & Watch Gallery Advance,Sram_F_v102,4194304,Nintendo,0,Menace,2,44D141DC,8FD65CED,[Table],213
660,660,Oshare Princess,Eeprom_v122,4194304,Culture Brain,7,Chakky,256,023194FE,AFC0F811,[Table],0
661,661,Shrek - Hassle at the Castle,Eeprom_v122,4194304,TDK,1,Venom,4307,257DDF64,D3E953D9,[Table],214
662,662,Galaxy Angel - Moridakusan Tenshi no Full-Course - Okawari Jiyuu,Eeprom_v122,16777216,MMV,7,Chakky,256,2F69C0E9,FF61AD99,[Table],0
663,663,High Heat Major League Baseball 2003,Eeprom_v122,4194304,Takara,7,Chakky,2,387AE8BC,9A5FC792,[Table],124
664,664,ZooCube,Eeprom_v122,4194304,Acclaim,7,Chakky,256,450D305D,F9266A90,[Table],160
665,665,Hamster Paradise Advanchu,Eeprom_v122,8388608,Atlus,7,Chakky,256,D94D8FC9,DE711B13,[Table],0
666,666,Denki Blocks!,Eeprom_v122,4194304,Global A,7,Chakky,256,D4C2F4F1,66F0DE0A,[Table],62
667,667,PukuPuku Tennen Kairanban,Eeprom_v122,4194304,Victor,7,Chakky,256,3A2C6B9A,8288625C,[Table],0
668,668,Gachinko Pro Yakyuu,Sram_F_v102,8388608,Now Production,7,Chakky,256,ABDE9D8A,1499B9F8,[Table],0
669,669,Black Belt Challenge,Eeprom_v120,8388608,Takara,0,Venom,2,1145ED6C,14D73E9A,[Table],0
670,670,Yu-Gi-Oh! The Eternal Duelist Soul,Sram_v112,8388608,Konami,1,Mode 7,2,205CB3E0,A02A5D93,[Table],557
671,671,Robotech - The Macross Saga,Eeprom_v122,8388608,TDK,16,Mode 7,4307,29BF2B85,10E82A72,[Table],0
672,672,xXx,Eeprom_v121,8388608,Activision,5,Patience,1,2BD4F716,0C3941D4,[Table],178
673,673,Who Wants to Be a Millionaire,None,4194304,Zoo Digital,0,Venom,2,CA27D098,87203DAE,[Table],215
674,674,Gyakuten Saiban 2,Sram_v112,8388608,Capcom,7,HP,256,B2546C72,FA9D624F,[Table],0
675,675,Oshaberi Inko Club,Flash_v126,8388608,Alpha Unit,7,Chakky,256,A6B40FE9,195B215F,[Table],0
676,676,Crazy Chase,Eeprom_v122,4194304,Kemco,0,Patience,67,D52F3E26,FE1DE4EB,[Table],216
677,677,Spirit - L'Etalon des Plaines - A la Recherche de la Terre Natale,None,4194304,THQ,5,Patience,1,0007BB05,C5565D5E,[Table],152
678,678,Nakayoshi Youchien - Sukoyaka Enji Ikusei Game,Eeprom_v122,4194304,TDK,7,Chakky,256,A7CE8120,6A9AE3A6,[Table],0
679,679,Robot Wars - Extreme Destruction,Eeprom_v122,4194304,BBC Worldwide,0,Mode 7,4307,07DADB68,9F44CE83,[Table],0
680,680,Ace Lightning,Eeprom_v122,4194304,BBC Worldwide,0,Mode 7,2,357E28BF,8ADD056F,[Table],0
681,681,SSX Tricky,Eeprom_v120,8388608,Electronic Arts,16,Mode 7,67,EACF0C75,C7FF3F98,[Table],0
682,682,Hoshi no Kirby - Yume no Izumi Deluxe,Sram_v112,8388608,Nintendo,7,Eurasia,256,7FF5081F,B51A5D4C,[Table],217
683,683,Tarzan - Return to the Jungle,Eeprom_v122,8388608,Activision,16,Mode 7,2,4EECC2E1,1C4E38A5,[Table],218
684,684,WWE - Road to WrestleMania X8,Eeprom_v122,4194304,THQ,16,Mode 7,2,6C5F101C,A8D21252,[Table],0
685,685,Bionicle - Matoran Adventures,Eeprom_v120,4194304,Electronic Arts,16,Mode 7,12507,47B1EB9E,3503D196,[Table],0
686,686,Doom II,Eeprom_v120,16777216,Activision,1,Mode 7,2,83594BDF,ACA20981,[Table],219
687,687,Spyro 2 - Season of Flame,Eeprom_v122,8388608,Vivendi,0,Patience,4291,8637B0D5,843DD1BD,[Table],204
688,688,Bomberman Jetters - Densetsu no Bomberman,Sram_v112,8388608,Hudson,7,Eurasia,256,1439A3F3,7BD28FCA,[Table],0
689,689,Tales of the World - Narikiri Dungeon 2,Eeprom_v122,8388608,Namco,7,Eurasia,256,51CF5ED6,0FE502DF,[Table],0
690,690,Metroid Fusion,Sram_v112,8388608,Nintendo,1,GBANow,2,E78FC688,B8902DF8,[Table],220
691,691,Santa Claus Jr. Advance,Eeprom_v122,4194304,JoWood Productions,0,Eurasia,2,3C3DADB4,E74E7D8B,[Table],0
692,692,Secret Agent Barbie - Royal Jewels Mission,None,4194304,Vivendi,1,Lightforce,2,4BB3F347,A540C0F5,[Table],221
693,693,Stuart Little 2,None,8388608,Activision,5,Patience,1,0F5D2000,D7AD3577,[Table],171
694,694,Megaman Battle Network 2,Sram_v112,8388608,Ubi Soft,0,Independent,2,78041925,BE3BD94A,[Table],100
695,695,NHL Hitz 20-03,Eeprom_v122,4194304,Midway,1,Independent,2,2DA6C944,834343C1,[Table],0
696,696,Gekido Advance - Kintaro's Revenge,None,8388608,Zoo Digital,0,Squirrels,4291,5ADC1B20,E60CEF88,[Table],222
697,697,Car Battler Joe,Eeprom_v122,8388608,Natsume,1,Venom,2,DD9C0CD4,27EB4274,[Table],576
698,698,Deadly Skies,Eeprom_v122,4194304,Konami,0,Patience,323,292DA441,1763BDC6,[Table],194
699,699,Beast Shooter - Mezase Beast King!,Sram_F_v102,4194304,Konami,7,Cezar,256,767AA0F1,9BE7CFD0,[Table],0
700,700,Silk to Cotton,Sram_v112,8388608,KiKi Co Ltd,7,Cezar,256,75F155AE,4396B809,[Table],0
701,701,Best Play Pro Yakyuu,Flash_v126,4194304,Enterbrain,7,Chakky,256,16D8B259,B314EF5E,[Table],0
702,702,Minami no Umi no Odyssey,Eeprom_v122,4194304,Global A,7,Chakky,256,A533DB46,BC1984B5,[Table],0
703,703,Monster Farm Advance 2,Sram_F_v102,8388608,Tecmo,7,Chakky,256,46BE350B,E9AF23EB,[Table],223
704,704,Di Gi Charat - DigiCommunication,Sram_F_v102,8388608,Broccoli,7,Chakky,256,CFB4C860,07C1EF59,[Table],0
